Processes: 384 total, 3 running, 381 sleeping, 1581 threads 
2019/10/10 08:50:40
Load Avg: 1.29, 1.31, 1.38 
CPU usage: 6.95% user, 9.56% sys, 83.47% idle 
SharedLibs: 322M resident, 50M data, 32M linkedit.
MemRegions: 80008 total, 3302M resident, 134M private, 1742M shared.
PhysMem: 11G used (2456M wired), 5439M unused.
VM: 2561G vsize, 1371M framework vsize, 839190(0) swapins, 1132923(0) swapouts.
Networks: packets: 473279/498M in, 596356/65M out.
Disks: 785930/11G read, 255904/8490M written.

PID   COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
246   tccd             0.0  00:01.86 2      1   54     9584K  64K    5864K  246  1    sleeping  0[251]     0.00000 0.00000    0   12133    201    4486      2692      63744     9644      9748      316     42       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
243   thermald         0.0  00:00.08 2      1   33     864K   0B     692K   243  1    sleeping *0[1]       0.00000 0.00000    0   2699     128    811       441       1620      1469      1457      25      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
242   com.apple.audio. 0.0  00:00.01 2      2   17     880K   0B     876K   242  1    sleeping  0[2]       0.00000 0.00000    202 2613     142    95        34        470       206       37        2       1        0.0   0         0         _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
241   AudioComponentRe 0.0  00:00.04 2      1   36     3104K  0B     2624K  241  1    sleeping  0[2]       0.00000 0.00000    0   2717     143    239       210       1007      920       347       34      1        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
240   watchdogd        0.0  00:00.56 5      2   49     1112K  0B     572K   240  1    sleeping *0[1]       0.00000 0.00000    0   4829     127    3991      1804      9976      6552      7484      32      1846     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
239   smd              0.0  00:00.01 2      2   17     672K   0B     668K   239  1    sleeping  0[0]       0.00000 0.00000    0   1474     123    83        38        398       165       46        1       2        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
233   analyticsd       0.0  00:00.42 2      1   69     2992K  404K   788K   233  1    sleeping  0[6]       0.00000 0.00000    263 6103     205    1629      964       6680      4794      3286      495     202      0.0   0         0         _analyticsd        N/A    N/A   N/A   N/A   N/A   N/A  
231   postgres         0.0  00:00.00 1      0   8      896K   0B     516K   231  64   sleeping *0[1]       0.00000 0.00000    502 607      70     10        5         212       16        97        0       47       0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
230   postgres         0.0  00:02.74 1      0   8      804K   0B     328K   230  64   sleeping *0[1]       0.00000 0.00000    502 510      71     11        5         43041     18        5031      12      0        0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
229   postgres         0.0  00:00.62 1      0   8      1260K  0B     508K   229  64   sleeping *0[1]       0.00000 0.00000    502 893      86     10        5         30563     19        5840      137     1349     0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
228   postgres         0.0  00:00.13 1      0   8      4648K  0B     4240K  228  64   sleeping *0[1]       0.00000 0.00000    502 1349     53     10        5         3272      15        4378      7       2073     0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
227   postgres         0.0  00:00.15 1      0   8      1688K  0B     1328K  227  64   sleeping *0[1]       0.00000 0.00000    502 638      53     10        5         3641      15        4341      20      2098     0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
226   postgres         0.0  00:00.01 1      0   8      1800K  0B     1452K  226  64   sleeping *0[1]       0.00000 0.00000    502 699      63     10        5         203       15        61        7       35       0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
224   postgres         0.0  00:00.00 1      0   8      400K   0B     260K   224  64   sleeping *0[1]       0.00000 0.00000    502 226      51     11        5         50        15        3         0       0        0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
219   SubmitDiagInfo   0.0  00:00.51 2      1   52     4184K  0B     1712K  219  1    sleeping  0[0]       0.00000 0.00000    0   7311     184    1802      700       5520      2831      3357      203     411      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
218   bosUpdateProxy   0.0  00:00.10 2      2   39     1444K  0B     568K   218  1    sleeping *1[1]       0.00000 0.00000    200 2611     148    193       226       2804      544       2343      191     189      0.0   0         0         _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
217   VDCAssistant     0.0  00:00.20 3      2   97     4480K  0B     1888K  217  1    sleeping *0[1]       0.00000 0.00000    262 4821     204    4236      3150      4369      8155      4816      315     21       0.0   0         0         _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
216   usbd             0.0  00:00.35 2      1   63     2588K  0B     2028K  216  1    sleeping  0[0]       0.00000 0.00000    0   5326     145    13082     8245      2025      21296     3949      20      38       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
215   airportd         0.0  00:46.44 6      4   152    32M    0B     13M    215  1    sleeping *10[1075]   0.00000 0.00000    0   68132    241    424497    177551    1006258   425505    327716    1300    2125     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
214   apfsd            0.0  00:00.10 2      1   39     1104K  0B     336K   214  1    sleeping *0[1]       0.00000 0.00000    0   2216     130    2360      399       842       3535      3078      18      13       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
213   com.apple.ifdrea 0.0  00:00.03 2      1   31     1152K  0B     376K   213  1    sleeping  0[40]      0.00000 0.00000    0   2938     140    949       411       712       1158      311       14      1        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
212   multiversed      0.0  00:00.01 2      1   33     860K   0B     220K   212  1    sleeping *0[1]       0.00000 0.00000    0   1537     126    73        34        430       206       55        7       1        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
211   coresymbolicatio 0.0  00:00.15 2      2   25     2384K  0B     892K   211  1    sleeping  0[1067]    0.00000 0.00000    0   2223     168    6482      2169      8974      6585      1904      93      2        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
210   nsurlstoraged    0.0  00:00.12 2      1   38     3716K  0B     1964K  210  1    sleeping  0[5]       0.00000 0.00000    243 3577     145    341       236       932       1101      542       87      3        0.0   0         0         _nsurlstoraged     N/A    N/A   N/A   N/A   N/A   N/A  
209   mDNSResponderHel 0.0  00:00.76 3      2   115    1908K  0B     300K   209  1    sleeping *0[1]       0.00000 0.00000    0   2373     133    31443+    15773+    17217+    16184+    16828+    9       9890+    0.0   13336     68283     root               N/A    N/A   N/A   N/A   N/A   N/A  
207   mDNSResponder    0.0  00:03.60 5      1   163    4800K  0B     860K   207  1    sleeping *0[1]       0.00000 0.00000    65  6665     174    13873     4961      280824    23136     36784     382     4074     0.0   0         0         _mdnsresponder     N/A    N/A   N/A   N/A   N/A   N/A  
205   awdd             0.0  00:02.74 4      3   116    5916K  64K    2668K  205  1    sleeping  0[1430]    0.00000 0.00000    0   11652    210    13322     7340      74468     19232     25423     917     1483     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
194   lsd              0.0  00:00.63 2      1   92     4544K  0B     1588K  194  1    sleeping  0[193]     0.00000 0.00000    0   19239    579    3225      1829      13471     4933      6492      2363    86       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
193   symptomsd        0.0  00:06.45 4      3   107    7976K  128K   3052K  193  1    sleeping  0[1817]    0.00000 0.00000    24  25967    199    20290     8220      223297    55639     57630     1429    820      0.0   0         0         _networkd          N/A    N/A   N/A   N/A   N/A   N/A  
192   nsurlsessiond    0.0  00:00.79 2      1   84     5276K  0B     1628K  192  1    sleeping  0[2430]    0.00000 0.00000    242 7879     240    1357      1552      17299     5274      12006     623     1778     0.0   0         0         _nsurlsessiond     N/A    N/A   N/A   N/A   N/A   N/A  
188   nehelper         0.0  00:00.20 2      1   62     3684K  0B     512K   188  1    sleeping  0[48]      0.00000 0.00000    0   7106     172    1366      577       7097      2654      1909      262     18       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
186   contextstored    0.0  00:04.68 4      3   107    6408K  960K   1796K  186  1    sleeping  0[1566]    0.00000 0.00000    0   17603    199    40388     13208     128387    73190     67644     1120    3659     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
185   mobileassetd     0.0  00:04.52 2      1   57     15M    0B     3660K  185  1    sleeping  0[1130]    0.00000 0.00000    0   27737    182    8829      4028      23612     11215     10539     355     87       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
184   com.apple.audio. 0.0  00:00.09 2      2   40     2564K  0B     432K   184  1    sleeping  0[5]       0.00000 0.00000    202 2759     138    191       993       4078      1348      2479      2       24       0.0   0         0         _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
182   ctkd             0.0  00:00.01 2      2   24     2292K  0B     124K   182  1    sleeping  0[3]       0.00000 0.00000    259 2966     147    83        34        497       188       83        15      1        0.0   0         0         _ctkd              N/A    N/A   N/A   N/A   N/A   N/A  
175   trustd           0.0  00:06.45 2      2   88     11M    6080K  4096K  175  1    sleeping  0[2417]    0.00000 0.00000    0   15923    192    26932     5539      226466    73430     33466     436     366      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
171   com.apple.ctkpcs 0.0  00:00.01 2      2   26     1016K  0B     156K   171  1    sleeping  0[2]       0.00000 0.00000    0   2601     144    93        37        407       188       101       73      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
170   coreaudiod       0.0  01:44.05 5      1   355    16M    0B     5680K  170  1    sleeping *0[1]       0.00000 0.00000    202 46592    305    230867    66181     290163    363116    214346    2321    24981    0.0   0         0         _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
169   taskgated        0.0  00:00.49 2      0   22     1388K  0B     196K   169  1    sleeping *0[1]       0.00000 0.00000    0   2331     130    642       59        22432     1664      1175      25      15       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
162   WindowServer     0.2  16:05.18 9      4   3246   713M   118M   102M   162  1    sleeping *0[1]       0.00000 0.00000    88  1411963+ 64364  16214441+ 7141463+  15569821+ 17842442+ 6258233+  6931    544067+  0.3   6479381   4141137   _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
150   cfprefsd         0.0  00:05.48 2      2   670    3340K  0B     676K   150  1    sleeping  0[4359]    0.00000 0.00000    0   12158    91     65552     21740     152597    86692     39170     51      391      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
134   aslmanager       0.0  00:00.05 2      2   24     1524K  0B     784K   134  1    sleeping *0[1]       0.00000 0.00000    0   1819     130    114       52        3347      230       309       10      2        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
133   coreservicesd    0.0  00:02.89 4      1   283    7332K  0B     1840K  133  1    sleeping *0[1]       0.00000 0.00000    0   5190     159    41525     8059      85581     63064     48126     155     6398     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
132   syspolicyd       0.0  00:03.00 2      1   72     15M    320K   4672K  132  1    sleeping  0[408]     0.00000 0.00000    0   21044    245    5521      2970      183218    28880     22799     257     44       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
131   amfid            0.0  00:00.85 2      2   41     10M    0B     8000K  131  1    sleeping *0[1]       0.00000 0.00000    0   5072     194    837       1185      16058     2495      4537      219     25       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
