Processes: 384 total, 3 running, 381 sleeping, 1581 threads 
2019/10/10 08:50:40
Load Avg: 1.29, 1.31, 1.38 
CPU usage: 6.95% user, 9.56% sys, 83.47% idle 
SharedLibs: 322M resident, 50M data, 32M linkedit.
MemRegions: 80008 total, 3302M resident, 134M private, 1742M shared.
PhysMem: 11G used (2456M wired), 5439M unused.
VM: 2561G vsize, 1371M framework vsize, 839190(0) swapins, 1132923(0) swapouts.
Networks: packets: 473279/498M in, 596356/65M out.
Disks: 785930/11G read, 255904/8490M written.

PID   COMMAND          %CPU TIME     #TH    #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW    MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
603   OSDUIHelper      0.0  00:01.15 3      1   175    13M    0B     7320K  603  1    sleeping *0[231]     0.00000 0.00000    501 12912    307    13466     4610      17240     40617     22583     34      1227     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
601   assertiond       0.0  00:00.10 2      1   44     1884K  0B     1112K  601  1    sleeping  0[48]      0.00000 0.00000    501 3240     147    694       342       1684      1035      2366      149     85       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
598   SiriNCService    0.0  00:03.31 3      1   225    5428K  0B     2064K  598  1    sleeping  0[3767]    0.00000 0.00000    501 12725    294    148154    45918     45152     173612    33252     62      518      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
597   dprivacyd        0.0  00:00.25 2      2   35     3540K  192K   1852K  597  1    sleeping  0[90]      0.00000 0.00000    0   4911     156    1783      721       8109      4074      2982      75      43       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
596   ContextService   0.0  00:00.21 2      2   43     5428K  0B     3748K  596  1    sleeping  0[89]      0.00000 0.00000    501 5322     711    834       378       2704      1389      2367      1443    60       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
593   distnoted        0.0  00:00.04 2      1   33     2144K  0B     1780K  593  1    sleeping *0[1]       0.00000 0.00000    89  1141     93     450       380       1337      943       475       0       0        0.0   0         0         _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
591   mdworker_shared  0.0  00:00.09 3      1   48     3364K  0B     2320K  591  1    sleeping *0[1]       0.00000 0.00000    89  5239     189    958       476       1873      1579      526       0       4        0.0   0         0         _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
589   com.apple.access 0.0  00:00.04 2      2   31     1208K  0B     820K   589  1    sleeping  0[51]      0.00000 0.00000    501 2278     126    602       363       1803      921       718       1       20       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
584   trustd           0.0  00:00.51 2      2   40     4912K  0B     4260K  584  1    sleeping  0[194]     0.00000 0.00000    502 4188     185    1460      466       10867     4033      2821      0       44       0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
583   lsd              0.0  00:00.05 2      1   48     1796K  0B     1352K  583  1    sleeping  0[8]       0.00000 0.00000    502 3778     163    385       246       1616      1095      471       756     6        0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
582   cfprefsd         0.0  00:00.08 2      2   29     732K   0B     408K   582  1    sleeping  0[397]     0.00000 0.00000    502 839      90     1937      516       2876      2181      806       0       4        0.0   0         0         postgres           N/A    N/A   N/A   N/A   N/A   N/A  
578   suggestd         0.0  00:05.16 2      1   147    28M    320K   15M    578  1    sleeping  0[571]     0.00000 0.00000    501 43459    370    12347     2868      69779     74867     27443     4537    286      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
576   corespotlightd   0.0  00:02.28 3      1   94     18M    0B     7780K  576  1    sleeping  0[230]     0.00000 0.00000    501 41173    219    10606     3564      48158     20636     21373     4349    225      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
556   trustd           0.0  00:00.37 2      2   36     3380K  0B     2888K  556  1    sleeping  0[136]     0.00000 0.00000    89  3618     165    884       321       7380      2657      1294      0       42       0.0   0         0         _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
546   com.apple.Commer 0.0  00:00.11 2      2   40     3308K  0B     2828K  546  1    sleeping  0[0]       0.00000 0.00000    501 5011     187    167       166       1353      506       682       37      17       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
545   LaterAgent       0.0  00:00.97 3      1   159    6372K  0B     3120K  545  1    sleeping *0[1]       0.00000 0.00000    501 9872     272    9936      3875      16530     36436     19770     12      1227     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
542   storeassetd      0.0  00:01.15 3      1   118    8820K  0B     6484K  542  1    sleeping  0[4]       0.00000 0.00000    501 11744    269    963       2049      23748     3902      14846     210     1698     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
541   storelegacy      0.0  00:00.08 2      1   44     3096K  0B     2644K  541  1    sleeping  0[2]       0.00000 0.00000    501 5326     176    479       208       1060      1256      547       3       1        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
539   suhelperd        0.0  00:00.02 2      1   36     1248K  0B     1004K  539  1    sleeping  0[3]       0.00000 0.00000    0   3072     158    127       150       671       512       211       17      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
538   softwareupdated  0.0  00:00.21 2      1   71     19M    0B     17M    538  1    sleeping  0[6]       0.00000 0.00000    200 10918    247    850       923       4201      2558      4799      206     23       0.0   0         0         _softwareupdate    N/A    N/A   N/A   N/A   N/A   N/A  
537   softwareupdate_n 0.0  00:00.05 2      1   49     2728K  0B     2288K  537  1    sleeping *0[1]       0.00000 0.00000    501 3862     163    340       221       931       1097      516       18      3        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
536   Adobe Installer  0.0  00:00.11 3      1   39     2252K  0B     1800K  536  527  sleeping *0[1]       0.00000 0.00000    0   3505     174    245       257       4309      791       1298      63      12       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
527   com.adobe.acc.in 0.0  00:00.16 2      1   59     3392K  0B     2244K  527  1    sleeping *0[1]       0.00000 0.00000    0   4587     219    523       968       5223      2022      2938      45      26       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
525   spindump         0.0  00:00.46 2      2   70     4440K  0B     3288K  525  1    sleeping *0[1]       0.00000 0.00000    0   7938     192    962       504       6373      1818      1966      512     34       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
522   AdobeCRDaemon    0.0  00:11.23 5      4   54     2752K  0B     1252K  522  521  sleeping *0[1322]    0.01235 0.00000    501 19433+   115    96727+    17103+    154791+   266900+   156605+   63      19928+   0.1   1089424   1084589   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
521   Core Sync        0.3  00:35.80 31     4   468    23M    64K    7632K  521  1    sleeping *0[611]     0.00000 0.00000    501 27573    518    60342+    12839     1287784+  218443+   368999+   4999    97501+   0.7   3537904   5015786   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
516   colorsync.userag 0.0  00:00.09 2      1   51     3256K  0B     2836K  516  1    sleeping *0[1]       0.00000 0.00000    501 2623     153    328       204       1833      1191      571       16      1        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
508   node             0.0  00:04.98 16     2   110    43M    0B     33M    508  1    sleeping *0[1]       0.00000 0.00000    501 50492    1030   3684      987       420131+   7128      39652+    5148    402      0.0   1001006   1556966   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
507   AdobeCRDaemon    0.0  00:10.71 4      3   52     2700K  0B     1136K  507  500  sleeping *0[1]       0.01655 0.00000    501 18659+   111    92030+    16381+    148904+   254217+   161228+   19      18996+   0.1   1184130   1544168   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
504   Adobe CEF Helper 0.0  00:07.19 15     1   156    123M   0B     81M    469  469  sleeping *0[1]       0.00000 0.00000    501 107506   1689   11238     2837      50238     46158+    31605+    10890   1903+    0.0   7138      51632     polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
503   AdobeCRDaemon    0.0  00:10.69 5      4   55     2700K  0B     1172K  503  469  sleeping *0[1]       0.00983 0.00000    501 18622+   110    91191+    16389+    147666+   254179+   162153+   25      18997+   0.1   1192856   1488726   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
500   Adobe Desktop Se 0.6  00:54.60 28     2   317    197M-  64K    162M   500  469  sleeping *0[1]       0.00000 0.00000    501 282364+  1196   16640     8163      1818725+  90224     231043+   8776    16707+   0.8   17510982  13151038  polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
499   VTDecoderXPCServ 0.0  00:00.06 2      1   58     3548K  0B     2804K  499  1    sleeping  0[6]       0.00000 0.00000    501 3083     167    2972      1370      1445      2847      1138      10      4        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
498   Adobe CEF Helper 0.0  00:03.33 10     1   150    88M    8192K  26M    469  469  sleeping *0[1]       0.00000 0.00000    501 34236    1774   55956+    24939+    19587     119806+   27326+    3522    3513+    0.0   110493    323353    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
497   gamecontrollerd  0.0  00:00.83 3      2   43     1536K  0B     860K   497  1    sleeping  0[4]       0.00000 0.00000    247 4374     151    3475+     432       32118+    14056+    20529+    5       2085+    0.0   82717     320881    _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
495   trustd           0.0  00:00.16 2      2   40     4968K  128K   3468K  495  1    sleeping  0[3]       0.00000 0.00000    205 4519     166    279       805       7655      1552      3118      3       43       0.0   0         0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
493   cfprefsd         0.0  00:00.09 2      2   36     736K   0B     356K   493  1    sleeping  0[408]     0.00000 0.00000    205 884      92     1958      531       2958      2263      836       0       0        0.0   0         0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
492   secinitd         0.0  00:00.09 2      2   43     4000K  0B     3152K  492  1    sleeping  0[1]       0.00000 0.00000    205 3558     169    156       779       3521      1118      2775      0       25       0.0   0         0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
491   com.apple.geod   0.0  00:00.59 3      1   55     9816K  0B     7380K  491  1    sleeping  0[3]       0.00000 0.00000    205 7681     216    597       345       11997     1884      7319      110     1593     0.0   0         0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
489   dmd              0.0  00:00.12 2      1   38     2628K  0B     1832K  489  1    sleeping  0[0]       0.00000 0.00000    0   6043     230    631       585       2249      2592      2257      24      14       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
488   iconservicesagen 0.0  00:00.41 2      2   48     3804K  0B     2456K  488  1    sleeping  0[0]       0.00000 0.00000    0   8086     151    443       314       28405     2898      2559      744     17       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
487   AdobeCRDaemon    0.0  00:11.20 4      3   55     2712K  0B     1348K  487  484  sleeping *0[1326]    0.00694 0.00000    501 19337+   110    96771+    17104+    153852+   267022+   155401+   31      19883+   0.1   1086671   1055439   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
484   AdobeIPCBroker   0.3  00:13.94 14     1   162    13M    0B     8988K  484  1    sleeping *0[211]     0.00000 0.00000    501 10046    270    10824     4155      709642+   49216     296903+   201     2306     0.3   5745761   6408869   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
478   Adobe_CCXProcess 0.0  00:04.60 15     2   91     26M    0B     20M    478  1    sleeping *0[1]       0.00000 0.00000    501 30397    475    547       930       458441+   2221      35445+    4977    680      0.0   992849    1354760   polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
477   ctkahp           0.0  00:00.05 2      1   48     2808K  0B     2108K  477  1    sleeping  0[29]      0.00000 0.00000    501 3507     153    391       227       983       1071      489       4       1        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
476   TISwitcher       0.0  00:01.20 3      1   170    11M    0B     6920K  476  1    sleeping *0[1]       0.00000 0.00000    501 9948     262    12913     5152      17452     47239     22960     53      1233     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
474   ctkahp           0.0  00:00.03 2      1   32     2660K  0B     2144K  474  1    sleeping  0[29]      0.00000 0.00000    0   3232     145    256       100       870       446       209       16      0        0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
472   adprivacyd       0.0  00:00.47 2      1   74     4664K  0B     3352K  472  1    sleeping  0[0]       0.00000 0.00000    501 9007     229    693       1374      12520     2826      10653     260     1705     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
471   diagnostics_agen 0.0  00:00.64 2      1   69     4332K  0B     2180K  471  1    sleeping  0[0]       0.00000 0.00000    501 10924    211    5178      2517      20590     7924      11772     110     173      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
470   nbagent          0.0  00:00.95 3      1   163    6280K  0B     3096K  470  1    sleeping  0[490]     0.00000 0.00000    501 10780    268    10835     4192      14741     36404     21164     4       1228     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
469   Creative Cloud   0.4  02:14.56 25     2   343    47M    32K    16M    469  1    sleeping *0[1]       0.00000 0.02856    501 233117+  1939   1568258+  217557+   1061269+  4359655+  1626077+  7459    6067     0.4   11657118  10395868  polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
467   cloudpaird       0.0  00:00.23 2      1   103    4264K  0B     2844K  467  1    sleeping  0[142]     0.00000 0.00000    501 8222     213    1570      749       3913      3352      3832      112     29       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
466   knowledge-agent  0.0  00:00.71 2      1   63     8828K  2560K  5376K  466  1    sleeping  0[30]      0.00000 0.00000    501 13257    189    992       431       15482     14590     5432      125     24       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
465   AirPlayUIAgent   0.0  00:01.01 3      1   161    5912K  0B     2236K  465  1    sleeping *0[211]     0.00000 0.00000    501 8491     259    11116     4277      15028     37312     20948     47      1276     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
464   AGMService       0.0  00:05.68 2      1   60     6596K  0B     1612K  464  1    sleeping *0[1]       0.00000 0.00000    501 7111     189    1218      505       29716     2846      12555     311     50       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
461   icdd             0.0  00:00.24 2      1   61     5288K  0B     4380K  461  1    sleeping *0[1]       0.00000 0.00000    501 5536     184    8755      4119      2111      7964      2415      101     0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
460   Siri             0.0  00:09.52 3      1   166    7392K  0B     2644K  460  1    sleeping *0[1]       0.00000 0.00000    501 13956    290    135482    31790     64434     205873    57342     208     1256     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
459   dmd              0.0  00:00.16 2      1   50     2828K  0B     1532K  459  1    sleeping  0[8]       0.00000 0.00000    501 6953     234    802       619       2218      2891      2844      607     12       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
456   SocialPushAgent  0.0  00:00.08 2      1   49     1904K  0B     944K   456  1    sleeping  0[14]      0.00000 0.00000    501 5105     158    609       287       1233      1589      1514      53      7        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
453   corespeechd      0.0  00:01.19 2      1   127    3648K  0B     2000K  453  1    sleeping *0[1]       0.00000 0.00000    501 9808     203    10164     4068      20434     21023     17058     303     393      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
450   findmydevice-use 0.0  00:00.08 2      1   57     3284K  0B     2508K  450  1    sleeping  0[18]      0.00000 0.00000    501 5744     178    522       324       1705      1583      1639      13      15       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
447   com.apple.Safari 0.0  00:01.91 2      2   61     5092K  0B     4216K  447  1    sleeping  0[4]       0.00000 0.00000    501 13971    177    425       1301      17672     2116      11077     1851    1707     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
442   com.apple.Ambien 0.0  00:03.40 3      1   67     3068K  0B     1148K  442  1    sleeping *1[1]       0.00000 0.00000    0   8859     168    39017     9309      61752     78116     45666     96      8390     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
441   SafariCloudHisto 0.0  00:03.36 4      3   46     6300K  0B     5468K  441  1    sleeping *0[1]       0.00000 0.00000    501 8462     1256   15428+    298       109118+   61269+    94213+    7       9757     0.0   177198    657550    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
439   SimulatorTrampol 0.0  00:00.78 3      1   137    4664K  0B     2208K  439  1    sleeping *0[205]     0.00000 0.00000    501 6671     255    10050     3962      13289     34636     17368     0       1164     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
438   webinspectord    0.0  00:00.71 2      1   54     6804K  0B     5564K  438  1    sleeping  0[1842]    0.00000 0.00000    501 7868     1075   11984     2602      10182     22275     7156      23      3        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
437   com.apple.CoreSi 0.0  00:00.85 3      1   146    5548K  0B     2916K  437  1    sleeping *0[204]     0.00000 0.00000    501 7130     283    10205     3981      15013     34840     18897     59      1171     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
435   com.apple.Safari 0.0  00:00.92 3      1   149    13M    0B     10M    435  1    sleeping  0[781]     0.00000 0.00000    501 13972    1829   10321     3748      22259     32841     15934     9       297      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
434   SafariNotificati 0.0  00:00.12 2      1   53     10M    0B     9644K  434  1    sleeping *0[1]       0.00000 0.00000    501 10226    1791   294       208       1620      1033      823       7       2        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
431   ReportCrash      0.0  00:00.02 3      1   34     1112K  0B     1100K  431  1    sleeping  0[0]       0.00000 0.00000    501 2783     147    125       45        462       342       194       52      2        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
430   akd              0.0  00:00.31 2      1   45     2576K  0B     1692K  430  1    sleeping  0[2]       0.00000 0.00000    0   4259     199    533       323       7752      1528      6196      2       1631     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
428   com.apple.iTunes 0.0  00:00.13 2      2   50     2644K  0B     1604K  428  1    sleeping  0[1]       0.00000 0.00000    501 4813     185    199       876       3623      1284      3352      77      28       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
422   com.apple.Charac 0.0  00:00.03 2      1   38     1244K  0B     844K   422  1    sleeping  0[1]       0.00000 0.00000    501 2945     141    250       198       707       909       439       5       1        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
421   media-indexer    0.0  00:00.05 2      1   39     1992K  0B     1660K  421  1    sleeping  0[3]       0.00000 0.00000    501 12389    168    157       54        591       404       414       114     1        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
420   followupd        0.0  00:00.03 2      1   45     1476K  0B     1192K  420  1    sleeping  0[2]       0.00000 0.00000    501 3013     157    216       77        983       468       374       15      0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
419   EmojiFunctionRow 0.0  00:04.81 3      1   268    15M    0B     7680K  419  1    sleeping *0[2379]    0.00000 0.00000    501 20014    392    80254     18718     82137     165532    61624     680     2445     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
418   PAH_Extension    0.0  00:01.88 4      2   224    6304K  0B     1868K  418  1    sleeping  0[6782]    0.00000 0.00000    501 10203    322    30571     9024      36002     70713     33776     513     602      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
417   imklaunchagent   0.0  00:00.81 2      1   169    3944K  0B     2204K  417  1    sleeping *0[1]       0.00000 0.00000    501 6602     257    7861      3699      13393     30608     15735     222     1216     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
416   nfcd             0.0  00:00.19 2      1   52     2312K  0B     844K   416  1    sleeping *0[1]       0.00000 0.00000    260 4054     214    918       536       3564      4324      4452      645     35       0.0   0         0         _applepay          N/A    N/A   N/A   N/A   N/A   N/A  
415   CMFSyncAgent     0.0  00:00.07 2      1   51     1812K  0B     876K   415  1    sleeping  0[3]       0.00000 0.00000    501 3009     140    435       323       1435      1438      2157      16      9        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
413   SafeEjectGPUServ 0.0  00:00.07 2      2   58     2204K  0B     1432K  413  1    sleeping  0[1]       0.00000 0.00000    501 3715     178    700       457       1481      1113      2410      14      6        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
412   SafeEjectGPUAgen 0.0  00:00.01 2      2   34     1276K  0B     1264K  412  1    sleeping *0[1]       0.00000 0.00000    501 2639     142    141       50        490       318       73        0       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
411   fileproviderd    0.0  00:01.82 5      4   93     3500K  0B     1344K  411  1    sleeping  0[2434]    0.00000 0.00000    501 6991     185    13654     5390      171854    21459     21291     115     69       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
410   com.apple.hiserv 0.0  00:01.13 2      2   51     1900K  0B     592K   410  1    sleeping  0[3723]    0.00000 0.00000    501 6018     128    30248     5853      27326     29433     13209     5       17       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
409   com.apple.WebKit 0.0  00:00.75 4      1   90     2848K  0B     1640K  409  1    sleeping  0[250]     0.00000 0.00000    501 6557     231    7258      4187      20281     30586     16807     36      1164     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
408   com.apple.WebKit 0.0  00:02.91 4      1   103    43M    0B     27M    408  1    sleeping *0[219]     0.00000 0.00000    501 37936    327    11500     5151      57400     60816     27963     3625    1960     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
407   com.apple.WebKit 0.0  00:04.53 6      1   108    8384K  0B     3724K  407  1    sleeping  0[245]     0.00000 0.00000    501 19013    271    16728     8653      116596    70957     48356     1409    4058     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
406   com.apple.WebKit 0.0  00:06.22 4      1   105    39M    0B     7044K  406  1    sleeping *0[221]     0.00000 0.00000    501 67457    312    17895     10465     125743    295962    93223     5179    3093     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
405   SafariLaunchAgen 0.0  00:00.14 2      2   38     9720K  0B     9244K  405  1    sleeping *0[1]       0.00000 0.00000    501 10182    1734   157       164       1816      510       1385      2       11       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
404   IMRemoteURLConne 0.0  00:00.24 3      1   68     3752K  0B     2144K  404  1    sleeping  0[14]      0.00000 0.00000    501 6431     200    718       2177      7317      3891      8580      0       98       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
403   AssetCache       0.0  00:00.10 2      1   43     3808K  0B     3212K  403  1    sleeping  0[2]       0.00000 0.00000    235 4254     230    339       276       1589      1175      2166      209     4        0.0   0         0         _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
402   AssetCacheLocato 0.0  00:00.40 3      1   62     4116K  0B     2944K  402  1    sleeping  0[11]      0.00000 0.00000    501 4273     185    727       1259      10850     3064      10086     102     1640     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
401   com.apple.sbd    0.0  00:00.58 3      1   74     12M    0B     10M    401  1    sleeping  0[7]       0.00000 0.00000    501 11162    236    897       795       11689     3055      7164      95      979      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
399   pbs              0.0  00:00.30 2      2   44     3648K  0B     1896K  399  1    sleeping  0[27]      0.00000 0.00000    501 6954     148    661       377       8595      1269      2713      101     32       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
398   adid             0.0  00:00.24 2      1   33     3492K  0B     628K   398  1    sleeping  0[61]      0.00000 0.00000    265 4230     138    1740      408       8408      3449      974       566     2        0.0   0         0         _fpsd              N/A    N/A   N/A   N/A   N/A   N/A  
397   SafariBookmarksS 0.0  00:03.52 4      2   68     11M    0B     10M    397  1    sleeping *0[1]       0.00000 0.00000    501 11363    1776   15755+    397       110577+   61905+    95200+    121     9696     0.0   176397    639216    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
396   Grammarly Safari 0.0  00:12.03 6      2   201    22M    68K    15M    396  1    sleeping  0[491]     0.00000 0.01277    501 32805    462    124175+   60696+    283602+   385279+   114262+   1663    9178     0.0   185037    586775    polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
394   ctkd             0.0  00:00.12 2      2   46     4096K  0B     3436K  394  1    sleeping  0[4]       0.00000 0.00000    501 5029     177    1946      950       3703      2524      2415      0       12       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
393   CoreLocationAgen 0.0  00:01.01 3      1   168    7192K  0B     3276K  393  1    sleeping *0[1]       0.00000 0.00000    501 8167     265    9741      4561      17715     37116     20557     14      1193     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
391   com.apple.audio. 0.0  00:00.01 2      2   23     1060K  0B     944K   391  1    sleeping  0[2]       0.00000 0.00000    501 2677     139    112       37        494       261       93        0       0        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
390   findmydeviced    0.0  00:00.54 3      1   101    4396K  0B     2656K  390  1    sleeping  0[6]       0.00000 0.00000    0   10110    289    1052      1255      12946     3119      10692     289     2009     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
388   ACCFinderSync    0.0  00:01.33 4      1   230    13M    0B     4756K  388  1    sleeping *0[215]     0.00000 0.00000    501 21032    269    13104     5112      18533     38621     19588     208     1472     0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
387   AudioComponentRe 0.0  00:00.18 2      1   71     4644K  32K    2532K  387  1    sleeping  0[20]      0.00000 0.00000    501 5444     453    708       350       14680     1904      988       28      5        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
386   CallHistoryPlugi 0.0  00:00.32 2      1   67     5672K  0B     3860K  386  1    sleeping  0[3]       0.00000 0.00000    501 5276     232    612       1111      8229      4113      5128      9       24       0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
383   WiFiProxy        0.0  00:00.59 3      2   59     5176K  0B     3044K  383  1    sleeping  0[758]     0.00000 0.00000    501 6449     168    10442     3035      16729     13223     9123      10      174      0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
382   storeaccountd    0.0  00:00.11 2      1   56     3920K  0B     2684K  382  1    sleeping  0[5]       0.00000 0.00000    501 5536     182    453       310       1406      1325      1807      15      9        0.0   0         0         polinaturiseva     N/A    N/A   N/A   N/A   N/A   N/A  
